Id,LotFrontage,LotArea,LotArea - delete,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
297,75,13710.28908,13710,Inside,1Fam,1.5Fin,5,5,1950,1950,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,420,0,490,910,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,TA,6,Typ,0,NA,1950,Unf,1,282,TA,289,0,0,0,0,0,NA,0,6,2007,152000
298,66,7399.195203,7399,Inside,1Fam,2Story,7,5,1997,1998,VinylSd,VinylSd,BrkFace,1600,Gd,TA,PConc,Gd,TA,No,BLQ,649,0,326,975,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,Gd,7,Typ,1,TA,1997,RFn,2,576,TA,0,10,0,0,198,0,NA,0,6,2007,239000
299,90,11700.32071,11700,Inside,1Fam,2Story,6,6,1968,1968,HdBoard,AsphShn,BrkFace,365,Gd,TA,CBlock,TA,TA,No,ALQ,384,175,143,702,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,TA,7,Typ,1,Gd,1968,Unf,2,539,TA,224,0,0,0,0,0,NA,0,6,2007,175000
300,80,14000.2711,14000,Inside,1Fam,1Story,6,8,1950,2004,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,0,1092,1092,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,Gd,6,Typ,1,Gd,1950,Unf,1,300,TA,0,36,0,0,0,0,NA,0,8,2009,158500
301,90,15750.5342,15750,Corner,2fmCon,1Story,5,5,1953,1953,MetalSd,MetalSd,BrkFace,56,TA,TA,CBlock,TA,TA,Mn,BLQ,841,0,324,1165,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,TA,5,Typ,2,Gd,1953,Unf,1,375,TA,0,0,0,0,0,0,NA,0,6,2006,157000
302,66,16226.63642,16226,Inside,1Fam,2Story,8,5,1998,1999,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,281,0,747,1028,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,Gd,9,Typ,1,TA,1998,Fin,2,683,TA,208,50,0,0,0,0,NA,0,5,2007,267000
303,118,13704.59633,13704,Corner,1Fam,1Story,7,5,2001,2002,VinylSd,VinylSd,BrkFace,150,Gd,TA,PConc,Gd,TA,No,Unf,0,0,1541,1541,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,6,Typ,1,TA,2001,RFn,3,843,TA,468,81,0,0,0,0,NA,0,1,2006,205000
304,70,9800.496663,9800,Corner,1Fam,1Story,5,7,1972,1972,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,ALQ,894,0,0,894,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,0,NA,1975,Unf,2,552,TA,256,0,0,0,0,0,NA,0,7,2006,149900
305,87,18386.59305,18386,Inside,1Fam,2.5Fin,7,9,1880,2002,CemntBd,CmentBd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,1470,1470,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,Gd,10,Typ,1,Ex,2003,Unf,3,870,TA,302,0,0,0,0,0,NA,0,5,2008,295000
306,80,10386.81934,10386,Inside,1Fam,1Story,8,5,2004,2005,CemntBd,CmentBd,Stone,246,Gd,TA,PConc,Gd,TA,No,GLQ,1464,0,536,2000,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,Gd,8,Typ,0,NA,2004,Fin,3,888,TA,168,0,0,0,0,0,NA,0,7,2007,305900
307,116,13474.12861,13474,Inside,1Fam,2Story,7,5,1990,1991,HdBoard,Plywood,BrkFace,246,Gd,TA,CBlock,Gd,TA,No,ALQ,700,0,0,700,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,Gd,8,Typ,1,TA,1990,RFn,3,746,TA,127,44,224,0,0,0,NA,0,6,2007,225000
308,,7920.625937,7920,Inside,1Fam,1.5Fin,6,7,1920,1950,MetalSd,MetalSd,None,0,TA,Fa,CBlock,TA,TA,No,Unf,0,0,319,319,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,Fa,6,Typ,0,NA,NA,NA,0,0,NA,0,144,0,0,0,0,NA,0,3,2008,89500
309,,12342.18716,12342,Inside,1Fam,1Story,4,5,1940,1950,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,262,0,599,861,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,TA,4,Typ,0,NA,1961,Unf,2,539,TA,158,0,0,0,0,0,NA,0,3,2009,82500
310,90,12378.84461,12378,Inside,1Fam,1Story,9,5,2003,2004,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,0,622,1896,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,Ex,8,Typ,3,Ex,2003,Fin,3,708,TA,208,175,0,0,0,0,NA,0,11,2006,360000
311,,7685.016692,7685,Inside,1Fam,2Story,6,5,1993,1994,HdBoard,HdBoard,BrkFace,112,TA,TA,PConc,Gd,TA,No,ALQ,518,0,179,697,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,Gd,6,Typ,1,TA,1993,Fin,2,420,TA,190,63,0,0,0,0,NA,0,5,2006,165600
312,50,8000.118905,8000,Inside,1Fam,1Story,6,6,1948,2002,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,680,0,292,972,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,TA,5,Typ,1,Gd,1948,Unf,1,240,TA,0,0,0,0,0,0,NA,0,5,2009,132000
313,65,7800.160675,7800,Inside,2fmCon,1.5Fin,5,7,1939,1950,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,0,286,793,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,TA,5,Typ,1,Gd,1939,Unf,2,410,TA,0,0,0,0,271,0,NA,0,5,2006,119900
314,150,215245.3324,215245,Inside,1Fam,1Story,7,5,1965,1965,BrkFace,BrkFace,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,820,80,2136,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,TA,8,Typ,2,Gd,1965,RFn,2,513,TA,0,0,0,0,0,0,NA,0,6,2009,375000
315,60,9600.990206,9600,Inside,1Fam,2Story,7,7,1925,1990,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,0,712,728,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,Ex,6,Typ,1,Gd,1925,Unf,2,546,Fa,0,0,234,0,0,0,NA,0,8,2006,178000
316,71,7795.417463,7795,Inside,1Fam,2Story,7,5,2004,2005,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,425,0,291,716,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,Gd,6,Typ,1,Gd,2004,Fin,2,432,TA,100,51,0,0,0,0,NA,0,7,2009,188500
317,94,13005.38499,13005,Corner,1Fam,2Story,7,7,1980,1980,CemntBd,CmentBd,BrkFace,278,Gd,TA,CBlock,Gd,TA,No,GLQ,692,0,153,845,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,Typ,1,TA,1983,RFn,2,484,TA,288,195,0,0,0,0,NA,0,8,2009,260000
318,75,9000.391252,9000,Inside,1Fam,2Story,8,5,2006,2006,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,0,1088,1088,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,Gd,2006,RFn,3,1025,TA,208,46,0,0,0,0,NA,0,12,2007,270000
319,90,9900.617895,9900,Inside,1Fam,2Story,7,5,1993,1993,HdBoard,HdBoard,BrkFace,256,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,0,360,1347,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,Typ,1,TA,1993,RFn,3,656,TA,340,60,144,0,0,0,NA,0,4,2009,260000
320,,14115.48204,14115,Inside,1Fam,SLvl,7,5,1980,1980,Plywood,Plywood,BrkFace,225,TA,TA,CBlock,Gd,TA,Av,GLQ,1036,0,336,1372,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,TA,6,Typ,2,TA,1980,Unf,2,588,TA,233,48,0,0,0,0,NA,0,6,2009,187500
321,111,16259.42378,16259,Corner,1Fam,2Story,9,5,2006,2006,VinylSd,VinylSd,Stone,370,TA,TA,PConc,Ex,Gd,Av,Unf,0,0,1249,1249,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,Typ,0,NA,2006,RFn,3,840,TA,240,154,0,0,0,0,NA,0,9,2006,342643
322,99,12099.71017,12099,Inside,1Fam,2Story,8,5,2004,2004,VinylSd,VinylSd,BrkFace,388,Gd,TA,PConc,Ex,TA,Av,GLQ,970,0,166,1136,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,Typ,1,Gd,2004,Fin,3,872,TA,184,154,0,0,0,0,NA,0,6,2007,354000
323,86,10380.64316,10380,Inside,1Fam,2Story,7,5,1986,1987,Plywood,Plywood,BrkFace,172,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,1474,0,1502,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,Typ,1,TA,1987,Fin,2,576,TA,201,96,0,0,0,0,NA,0,8,2007,301000
324,49,5820.906622,5820,Inside,1Fam,1Story,3,8,1955,2005,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,256,0,906,1162,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,TA,6,Typ,0,NA,1955,Unf,1,220,Fa,142,98,0,0,0,0,NA,0,7,2006,126175
325,96,11275.47484,11275,Corner,1Fam,SLvl,7,7,1967,2007,Wd Sdng,Wd Sdng,BrkFace,300,Gd,Gd,CBlock,Gd,TA,No,Unf,0,0,710,710,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,Typ,1,Gd,1961,Fin,2,564,TA,240,0,0,0,0,0,NA,0,6,2010,242000
326,50,5000.958873,5000,Inside,1Fam,1.5Unf,5,6,1941,1950,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,116,0,604,720,N,FuseF,803,0,0,803,0,0,1,0,2,1,TA,5,Typ,0,NA,1941,Unf,2,360,TA,0,0,244,0,0,0,NA,0,12,2007,87000
327,32,10846.66326,10846,CulDSac,TwnhsE,1Story,8,5,1993,1993,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619,0,100,1719,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,Gd,1993,Fin,2,473,TA,122,30,0,0,0,0,NA,0,5,2008,324000
328,80,11600.7884,11600,Inside,1Fam,1Story,6,5,1960,1960,Wd Sdng,Wd Sdng,BrkFace,175,TA,TA,CBlock,TA,TA,No,Rec,565,0,818,1383,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,TA,7,Typ,0,NA,1960,RFn,1,292,TA,0,45,0,0,0,0,NA,0,4,2006,145250
329,,11888.2153,11888,Inside,1Fam,2.5Unf,6,6,1916,1994,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,844,844,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,Gd,10,Typ,0,NA,1930,Unf,2,441,TA,0,60,268,0,0,0,NA,0,7,2009,214500
330,60,6402.738421,6402,Corner,1Fam,2Story,5,5,1920,1950,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,Mn,Unf,0,0,596,596,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,TA,6,Typ,0,NA,1920,Unf,1,189,Fa,0,0,137,0,0,0,NA,0,7,2009,78000
331,,10624.28154,10624,Inside,Duplex,1Story,5,4,1964,1964,HdBoard,HdBoard,BrkFace,84,TA,TA,CBlock,TA,TA,No,GLQ,40,264,1424,1728,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,TA,10,Typ,0,NA,2002,Unf,1,352,TA,155,0,0,0,0,0,NA,0,11,2007,119000
332,70,8176.948393,8176,Inside,1Fam,1Story,5,6,1958,1992,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,846,0,210,1056,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,0,NA,1958,RFn,1,308,TA,0,0,0,0,0,0,NA,0,8,2007,139000
333,85,10655.14659,10655,Inside,1Fam,1Story,8,5,2003,2004,VinylSd,VinylSd,BrkFace,296,Gd,TA,PConc,Gd,TA,No,GLQ,1124,479,1603,3206,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Gd,2003,RFn,3,880,TA,0,0,0,0,0,0,NA,0,10,2009,284000
334,59,8198.019882,8198,FR3,TwnhsE,1Story,7,5,2004,2004,VinylSd,VinylSd,Stone,146,Gd,TA,PConc,Gd,TA,Av,GLQ,720,0,638,1358,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,2004,RFn,2,484,TA,192,30,0,0,0,0,NA,0,7,2008,207000
335,59,9042.838929,9042,Inside,1Fam,2Story,6,5,1998,1998,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,0,115,943,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,TA,1998,Fin,2,472,TA,100,38,0,0,0,0,NA,0,7,2008,192000
336,,164660.2163,164660,Corner,2fmCon,1.5Fin,5,6,1965,1965,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,147,103,1499,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,1965,Fin,2,529,TA,670,0,0,0,0,0,Shed,700,8,2008,228950
337,86,14157.01174,14157,Corner,1Fam,1Story,9,5,2005,2006,VinylSd,VinylSd,Stone,200,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249,0,673,1922,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,Gd,8,Typ,1,Gd,2005,Fin,3,676,TA,178,51,0,0,0,0,NA,0,7,2007,377426
338,70,9135.048016,9135,Inside,1Fam,1Story,7,5,2002,2003,VinylSd,VinylSd,BrkFace,113,Gd,TA,PConc,Gd,TA,Av,GLQ,810,0,726,1536,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,NA,2002,RFn,2,532,TA,192,74,0,0,0,0,NA,0,12,2008,214000
339,91,14145.55534,14145,Corner,1Fam,1Story,7,7,1984,1998,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213,0,995,1208,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Gd,8,Typ,0,NA,1984,RFn,2,440,TA,108,45,0,0,0,0,Shed,400,5,2006,202500
340,66,12400.21963,12400,Inside,1Fam,1Story,6,7,1958,1998,Wd Sdng,Wd Sdng,BrkFace,176,TA,TA,CBlock,TA,Fa,No,Rec,585,0,630,1215,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,NA,1958,Unf,1,297,TA,0,0,0,0,234,0,NA,0,6,2009,155000
341,85,14191.35835,14191,Inside,1Fam,2Story,8,5,2002,2002,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,0,967,967,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,Gd,9,Typ,0,NA,2002,Fin,2,431,TA,135,0,0,0,0,0,NA,0,4,2010,202900
342,60,8400.412506,8400,Inside,1Fam,1Story,4,4,1950,1950,Wd Sdng,AsbShng,None,0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,0,721,721,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,NA,1950,Unf,1,294,TA,250,0,24,0,0,0,NA,0,9,2009,82000
343,,8544.311952,8544,Inside,Duplex,1Story,3,4,1949,1950,Stucco,Stucco,BrkFace,340,TA,TA,Slab,NA,NA,NA,NA,0,0,0,0,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,NA,1949,Unf,2,400,TA,0,0,0,0,0,0,NA,0,5,2006,87500
344,63,8849.877645,8849,Inside,TwnhsE,1Story,9,5,2005,2005,MetalSd,MetalSd,BrkFace,616,Ex,TA,PConc,Ex,TA,No,GLQ,28,0,1656,1684,Y,SBrkr,1684,0,0,1684,0,0,2,0,2,1,Ex,6,Typ,1,Ex,2005,RFn,2,564,TA,495,72,0,0,0,0,NA,0,7,2008,266000
345,36,2592.521207,2592,Inside,TwnhsE,2Story,5,3,1976,1976,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,No,Rec,129,232,175,536,Y,SBrkr,536,576,0,1112,0,0,1,1,3,1,TA,4,Typ,0,NA,1976,Unf,1,336,TA,182,0,0,0,0,0,NA,0,4,2010,85000
346,65,6435.944789,6435,Inside,1Fam,1.5Fin,6,5,1939,1950,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,0,972,972,Y,SBrkr,972,605,0,1577,0,0,1,0,3,1,Fa,6,Typ,1,Gd,1939,Unf,1,312,TA,0,0,0,0,0,0,NA,0,10,2006,140200
347,,12772.35074,12772,CulDSac,1Fam,1Story,6,8,1960,1998,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,BLQ,498,0,460,958,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,TA,5,Typ,0,NA,1960,RFn,1,301,TA,0,0,0,0,0,0,Gar2,15500,4,2007,151500
348,,17600.63713,17600,Inside,1Fam,1Story,6,5,1960,1960,Wd Sdng,Wd Sdng,BrkFace,30,TA,TA,CBlock,TA,TA,No,BLQ,1270,0,208,1478,Y,FuseA,1478,0,0,1478,1,0,2,0,3,1,TA,6,Typ,2,Gd,1960,Unf,2,498,TA,0,40,0,0,0,0,NA,0,12,2009,157500
349,36,2448.037108,2448,Inside,Twnhs,2Story,7,5,2003,2004,VinylSd,Wd Shng,Stone,106,Gd,TA,PConc,Gd,TA,No,GLQ,573,0,191,764,Y,SBrkr,764,862,0,1626,1,0,2,1,2,1,Gd,6,Typ,0,NA,2003,RFn,2,474,TA,0,27,0,0,0,0,NA,0,10,2008,154000
350,56,20431.06833,20431,Inside,1Fam,2Story,9,5,2005,2006,CemntBd,CmentBd,BrkFace,870,Ex,TA,PConc,Ex,TA,No,GLQ,1410,0,438,1848,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,Ex,10,Typ,2,Ex,2006,Fin,3,706,TA,0,0,0,0,0,0,NA,0,4,2006,437154
351,68,7820.938304,7820,Inside,TwnhsE,1Story,9,5,2007,2007,MetalSd,MetalSd,BrkFace,362,Ex,TA,PConc,Ex,TA,No,Unf,0,0,1869,1869,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,Ex,6,Typ,1,Gd,2007,RFn,2,617,TA,210,54,0,0,0,0,NA,0,12,2007,318061
352,,5271.885835,5271,Inside,1Fam,1Story,7,5,1986,1986,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,1082,0,371,1453,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,TA,1986,RFn,2,445,TA,0,80,0,0,184,0,NA,0,12,2006,190000
353,60,9084.040406,9084,Inside,1Fam,1.5Fin,5,6,1941,1950,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236,380,0,616,N,SBrkr,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,0,NA,1941,Unf,1,200,TA,48,0,0,0,0,0,NA,0,3,2008,95000
354,60,8520.179483,8520,Inside,1Fam,1Story,6,8,1928,2003,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,0,624,624,Y,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,NA,2005,Unf,2,484,TA,106,0,0,0,0,0,NA,0,5,2010,105900
355,60,8400.211062,8400,Inside,1Fam,1.5Fin,6,5,1940,2000,Wd Sdng,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,388,0,552,940,Y,SBrkr,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,Gd,1940,Unf,1,240,TA,0,0,108,0,0,0,NA,0,6,2006,140000
356,105,11249.11015,11249,Inside,1Fam,1Story,6,5,1995,1995,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334,544,322,1200,Y,SBrkr,1200,0,0,1200,1,0,2,0,3,1,Gd,6,Typ,0,NA,1995,RFn,2,521,TA,0,26,0,0,0,0,NA,0,8,2007,177500
357,,9248.210651,9248,Inside,1Fam,1Story,6,6,1992,1992,HdBoard,HdBoard,BrkFace,106,TA,TA,PConc,Gd,TA,No,GLQ,560,0,598,1158,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,NA,1992,RFn,2,400,TA,120,26,0,0,0,0,NA,0,7,2009,173000
358,44,4224.342338,4224,Inside,TwnhsE,1Story,5,5,1976,1976,CemntBd,CmentBd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,874,0,268,1142,Y,SBrkr,1142,0,0,1142,1,0,1,1,3,1,TA,6,Typ,1,Po,1976,Fin,2,528,TA,536,90,0,0,0,0,NA,0,8,2007,134000
359,92,6930.743345,6930,Inside,1Fam,SLvl,5,4,1958,1958,Wd Sdng,ImStucc,BrkFace,120,TA,TA,CBlock,TA,TA,Av,BLQ,300,294,468,1062,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Min2,0,NA,1958,Unf,1,288,TA,168,0,294,0,0,0,NA,0,7,2006,130000
360,78,12011.49906,12011,CulDSac,1Fam,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,530,Gd,TA,PConc,Gd,TA,Av,GLQ,956,0,130,1086,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,TA,1998,RFn,2,592,TA,208,75,0,0,374,0,NA,0,6,2006,280000
361,,7540.434967,7540,CulDSac,1Fam,SFoyer,6,6,1978,1978,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,773,0,115,888,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,TA,1978,RFn,2,470,TA,0,0,0,0,192,0,NA,0,6,2007,156000
362,,9144.459337,9144,Inside,1Fam,1.5Fin,5,5,1940,1982,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,399,0,484,883,Y,SBrkr,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,NA,1940,Unf,1,240,TA,0,0,0,0,0,0,NA,0,7,2008,145000
363,64,7301.889818,7301,Corner,1Fam,SFoyer,7,5,2003,2003,HdBoard,HdBoard,BrkFace,500,Gd,TA,Slab,NA,NA,NA,NA,0,0,0,0,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,Ex,2003,RFn,2,672,TA,0,0,177,0,0,0,NA,0,7,2009,198500
364,21,1680.736502,1680,Inside,Twnhs,2Story,6,8,1972,2007,HdBoard,HdBoard,BrkFace,510,TA,TA,CBlock,TA,TA,No,ALQ,162,0,321,483,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,NA,1972,Unf,1,264,TA,250,0,0,0,0,0,NA,0,5,2009,118000
365,,18800.68367,18800,FR2,1Fam,2Story,6,5,1976,1976,HdBoard,HdBoard,BrkFace,120,TA,TA,PConc,Gd,TA,Mn,GLQ,712,0,84,796,Y,SBrkr,790,784,0,1574,1,0,2,1,3,1,TA,6,Typ,1,TA,1976,Fin,2,566,TA,306,111,0,0,0,0,NA,0,7,2006,190000
366,59,10690.8386,10690,Inside,1Fam,2Story,5,7,1920,1997,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,Fa,No,Rec,456,0,216,672,Y,FuseA,672,672,0,1344,0,0,1,0,3,1,TA,6,Typ,0,NA,1964,Unf,1,468,TA,0,128,218,0,0,0,NA,0,7,2009,147000
367,,9500.510339,9500,Inside,1Fam,1Story,6,5,1963,1963,Plywood,Plywood,BrkFace,247,TA,TA,CBlock,Gd,TA,No,BLQ,609,0,785,1394,Y,SBrkr,1394,0,0,1394,1,0,1,1,3,1,TA,6,Typ,2,Gd,1963,RFn,2,514,TA,0,76,0,0,185,0,NA,0,7,2009,159000
368,101,9150.257218,9150,Corner,1Fam,SLvl,6,5,1962,1962,Plywood,Plywood,BrkFace,305,TA,TA,CBlock,Gd,TA,Gd,GLQ,371,0,728,1099,Y,SBrkr,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Gd,1962,RFn,1,296,TA,64,110,0,0,0,0,NA,0,12,2008,165000
369,78,7800.224747,7800,Inside,1Fam,1Story,5,6,1954,1954,HdBoard,HdBoard,BrkFace,200,TA,TA,PConc,TA,TA,No,LwQ,540,0,728,1268,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,TA,7,Typ,1,Gd,1954,Fin,1,244,TA,0,98,0,0,0,0,NA,0,3,2010,132000
370,,9830.458688,9830,Corner,1Fam,1Story,5,7,1959,2006,Wd Sdng,Wd Sdng,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,72,258,733,1063,Y,SBrkr,1287,0,0,1287,1,0,1,0,3,1,Gd,7,Typ,1,Gd,1997,Fin,2,576,TA,364,17,0,0,182,0,NA,0,3,2010,162000
371,,8121.090726,8121,Inside,1Fam,2Story,6,5,2000,2000,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,0,953,953,Y,SBrkr,953,711,0,1664,0,0,2,1,3,1,TA,7,Typ,1,TA,2000,RFn,2,460,TA,100,40,0,0,0,0,NA,0,1,2006,172400
372,80,17120.3218,17120,Inside,1Fam,1.5Fin,4,4,1959,1959,WdShing,Plywood,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,0,0,0,Y,SBrkr,1120,468,0,1588,0,0,2,0,4,1,TA,7,Min2,1,Gd,1991,Fin,2,680,TA,0,59,0,0,0,0,NA,0,7,2008,134432
373,50,7175.541994,7175,Inside,TwnhsE,1Story,6,5,1984,1984,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,623,121,0,744,Y,SBrkr,752,0,0,752,1,0,1,0,2,1,TA,4,Typ,0,NA,1984,Unf,1,264,TA,353,0,0,0,90,0,NA,0,2,2010,125000
374,79,10634.45819,10634,Inside,1Fam,1Story,5,6,1953,1953,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,BLQ,428,180,0,608,Y,SBrkr,1319,0,0,1319,1,0,1,0,3,1,TA,5,Min2,0,NA,1953,Unf,1,270,TA,66,0,0,0,0,0,NA,0,11,2009,123000
